PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
2.022427504429455,1.320743776382834,-2.5364414774765383,0.3292274167259788,0.17304405677399276,1.528896196494036,1.2779711399733056,4.935058148394805,4.282830808994678,0.6149893539585273,1.4434841665896818,-1.4461585391182756,0.3972793267829076,0.3353655925689379,-1.1960335456618036,0.2582615365198547,-0.20794070379975874,-0.5127516414778667
2.8693719330647363,1.620284659542513,-1.094796104296183,1.4556435510114316,0.495641885431827,-0.09975670888274847,-0.531599728497284,0.1161835714693272,-0.9522302112978155,0.3567091898514951,1.1054194254078618,0.36990281064907227,-1.3898471413688536,-0.9175612313516457,0.3150252840923477,2.250413967047119,0.13885688755361994,0.8313972003532889
3.5291089311321264,0.8604966458377263,-0.2336039346110248,0.624321674727251,-0.18409852545150618,-1.228842516293789,0.8807307044199724,-0.7832876906897933,0.5565681878719994,-1.2851313577266172,-1.0573097369207467,-0.2521158374329417,0.700951705525974,-0.5698106395855808,-0.1130780960176267,0.040788265437352,-0.6026181494133678,-0.2378604192075584
-0.6132641555624995,2.0093124440205563,0.6472942626165927,-0.9381419520383368,0.9802694880748288,3.2857850273480405,1.0882030418119146,1.2504284302811937,1.597595222984387,-0.8092369985501763,0.18837269087485198,2.3387366927358197,0.544420797496537,0.8560318956883435,0.03253519788104784,-0.48960766706587217,2.238969985651746,1.3640074419532575
-1.5286153600928447,3.9247682112341584,-0.9678302985401949,1.340055470362794,-1.2407528113258743,0.44465297123707914,-0.998066794185534,0.04394843768179616,-0.1682679701327302,-0.1227505148591326,-0.22289034169148172,0.4694412307175262,1.3057117497220319,-0.5408570966253667,0.290845670105715,0.1585382613451775,0.4869438361692349,-1.345143212783029
-1.9387643244295056,2.613827501267263,0.7985884123643194,0.04926950954359301,-1.3190002788439232,1.007825117355022,-0.16463753611261278,-0.3185456570606389,-0.2838102690271309,0.24344686133756363,-0.06251786754147763,-1.0925418013253159,1.756058084456166,0.8162149154276527,0.2950679277101628,0.965814618850889,-0.05043386226331824,1.1796547558460464
1.9432803999886625,2.422820180943936,-1.6487886875789055,1.3077371145071421,-0.6678480332555689,3.1684034333813953,0.28505912557810437,0.5375628602333155,0.6345409588211318,-1.4439065235527606,1.2754474172715138,1.2032677625573154,-0.08582743547751055,-1.0499465905532561,-1.585842166888362,-0.3378463967789938,1.4064244048595735,-0.1715108675827447
-0.6564596897295992,2.6817121140710425,0.865114083207944,0.5360420129619883,-0.9419383744204037,1.3722631072719382,-1.4077603978598237,-0.9053237670111725,-0.7437214399464684,-0.7693548053561874,0.7369087804457859,-0.9088641149268312,-0.8200562443484147,0.7441812980443604,-0.8198514787597445,-1.3190102418660792,-0.6098614470857935,0.6715803294612637
2.972148795399479,1.1451308456550058,-0.28653654541388274,0.8736371103293114,-0.46279270737343364,-1.5479804656158949,0.9574522374905265,-0.47880108341029337,0.3731139062481125,-0.7340193096638469,-0.7671395463831879,0.3270613652038538,0.11198373395832181,-0.2127868373341889,-0.07813227782960668,0.19023845368231396,-0.20742612798599527,-0.15920897178572258
2.972973551369289,0.8557983863363084,-0.9064356355153397,-0.10023520727143498,-1.554970251795656,0.9431988924271163,1.6570935069302561,2.022064121474282,1.0991712915919765,-2.137313328806932,0.2564832913888629,2.3045073353524725,0.5262132293274883,-1.2119362532654951,0.9868662995716834,-1.3598576018686008,1.081995663685221,-0.3761173623869103
